flag_id,transaction_id,flagged_date,flag_reason,is_resolved,resolved_date
50,33444,2024-12-20 04:47:49,Card-Not-Present Anomaly,False,
51,54240,2024-12-27 12:07:27,Velocity Limit Exceeded,False,
52,23616,2024-11-14 03:52:49,High Risk Country Match,False,
53,17747,2024-12-22 21:00:14,Suspicious Amount Spike,False,
54,63224,2024-09-19 10:06:06,Card-Not-Present Anomaly,False,
55,34314,2024-11-08 04:56:56,Card-Not-Present Anomaly,False,
56,8739,2024-02-16 20:14:54,Card-Not-Present Anomaly,False,
57,67895,2024-12-29 04:12:35,Velocity Limit Exceeded,False,
58,9491,2024-09-11 05:23:34,High Risk Country Match,False,
59,30865,2024-05-31 16:07:00,Velocity Limit Exceeded,False,
60,45914,2024-04-30 17:18:08,Card-Not-Present Anomaly,False,
61,32450,2024-11-05 06:07:41,Velocity Limit Exceeded,False,
62,42119,2024-10-30 13:01:22,Card-Not-Present Anomaly,False,
63,79633,2024-10-26 08:25:29,Mismatched Billing Details,False,
64,71398,2024-12-24 11:27:29,Mismatched Billing Details,False,
65,17778,2024-11-13 15:20:33,Mismatched Billing Details,False,
66,65812,2024-10-05 06:38:17,Suspicious Amount Spike,False,
67,66156,2024-11-25 02:51:13,High Risk Country Match,False,
68,26113,2024-09-22 02:20:42,Mismatched Billing Details,False,
69,71930,2024-12-09 21:37:10,Velocity Limit Exceeded,False,
70,79268,2024-09-07 10:14:05,Mismatched Billing Details,False,
71,19871,2024-10-02 23:43:39,High Risk Country Match,False,
72,79096,2024-11-29 09:15:02,High Risk Country Match,False,
73,28785,2024-09-15 18:44:47,Velocity Limit Exceeded,False,
74,39875,2024-12-11 02:51:06,Velocity Limit Exceeded,False,
75,3889,2024-11-11 22:27:32,Card-Not-Present Anomaly,False,
76,75312,2024-09-13 00:25:22,Suspicious Amount Spike,False,
77,28314,2024-03-02 15:53:36,Card-Not-Present Anomaly,False,
78,58444,2024-12-10 16:24:27,Card-Not-Present Anomaly,False,
79,18844,2024-12-12 10:03:09,Card-Not-Present Anomaly,False,
80,16704,2024-12-28 06:08:19,Card-Not-Present Anomaly,False,
81,2140,2024-07-10 02:58:12,Velocity Limit Exceeded,False,
82,66706,2024-11-13 11:17:09,High Risk Country Match,False,
83,76795,2024-04-20 19:25:53,Velocity Limit Exceeded,False,
84,29748,2024-11-24 14:39:56,Mismatched Billing Details,False,
85,63700,2024-12-02 03:08:38,Velocity Limit Exceeded,False,
86,28829,2024-06-13 23:41:09,Card-Not-Present Anomaly,False,
87,13383,2024-02-26 23:12:48,Mismatched Billing Details,False,
88,75807,2024-12-12 01:25:25,Suspicious Amount Spike,False,
89,14430,2024-10-07 02:07:47,Velocity Limit Exceeded,False,
90,38533,2024-11-28 06:29:13,Mismatched Billing Details,False,
91,42221,2024-12-30 07:41:30,High Risk Country Match,False,
92,22026,2024-12-28 14:09:32,High Risk Country Match,False,
93,35083,2024-12-23 09:17:39,Mismatched Billing Details,False,
94,63252,2024-12-29 05:51:54,Suspicious Amount Spike,False,
95,44260,2024-11-16 01:04:18,Velocity Limit Exceeded,False,
96,54470,2024-10-16 22:40:15,Velocity Limit Exceeded,False,
97,68603,2024-07-29 09:00:37,Mismatched Billing Details,False,
98,22379,2023-11-21 18:35:37,Card-Not-Present Anomaly,False,
99,27887,2024-06-23 09:24:17,Suspicious Amount Spike,False,
100,16202,2024-11-16 20:32:37,Suspicious Amount Spike,False,
101,77782,2024-12-28 21:56:06,Suspicious Amount Spike,False,
102,45459,2024-09-20 15:30:18,Card-Not-Present Anomaly,False,
103,65470,2024-08-25 00:12:36,Velocity Limit Exceeded,False,
104,18144,2024-12-04 17:51:47,Card-Not-Present Anomaly,False,
105,59533,2024-11-06 04:20:44,Mismatched Billing Details,False,
106,66572,2024-12-15 01:42:29,Suspicious Amount Spike,False,
107,42562,2024-10-04 00:45:28,Suspicious Amount Spike,False,
108,60988,2024-08-02 06:15:41,Mismatched Billing Details,False,
109,14670,2023-07-27 14:34:11,Velocity Limit Exceeded,False,
110,68554,2024-08-24 15:03:27,Card-Not-Present Anomaly,False,
111,13818,2024-12-31 23:33:31,Mismatched Billing Details,False,
112,2602,2024-09-19 11:02:32,Suspicious Amount Spike,False,
113,21070,2024-11-18 20:03:19,Velocity Limit Exceeded,False,
114,16117,2024-12-19 17:37:26,Suspicious Amount Spike,False,
115,28463,2023-10-18 10:34:48,Mismatched Billing Details,False,
116,12747,2024-12-27 18:58:17,Suspicious Amount Spike,False,
117,16922,2024-03-10 05:36:49,Suspicious Amount Spike,False,
118,72594,2024-12-24 22:20:15,Card-Not-Present Anomaly,False,
119,33274,2024-12-14 12:47:22,Card-Not-Present Anomaly,False,
120,78698,2024-12-30 15:44:26,Mismatched Billing Details,False,
121,60141,2024-12-22 15:28:32,High Risk Country Match,False,
122,1163,2024-10-26 15:30:34,Mismatched Billing Details,False,
123,38905,2024-12-17 02:44:29,Velocity Limit Exceeded,False,
124,66195,2024-10-29 11:29:45,Velocity Limit Exceeded,False,
125,78664,2024-07-17 06:50:00,Card-Not-Present Anomaly,False,
126,18338,2024-12-28 07:22:39,Mismatched Billing Details,False,
127,55756,2024-09-30 09:43:33,High Risk Country Match,False,
128,42790,2024-12-06 13:17:24,Velocity Limit Exceeded,False,
129,56891,2024-12-21 12:26:19,High Risk Country Match,False,
130,29664,2024-09-01 10:49:52,Card-Not-Present Anomaly,False,
131,44574,2024-02-06 18:32:48,Card-Not-Present Anomaly,False,
132,2995,2024-12-08 07:17:35,Velocity Limit Exceeded,False,
133,57265,2024-08-14 15:56:00,Velocity Limit Exceeded,False,
134,57573,2024-10-23 21:43:20,Mismatched Billing Details,False,
135,62395,2024-09-26 07:20:07,Velocity Limit Exceeded,False,
136,6610,2024-11-22 08:37:40,Velocity Limit Exceeded,False,
137,52624,2024-01-19 01:55:27,Card-Not-Present Anomaly,False,
138,50177,2023-12-03 01:10:43,Suspicious Amount Spike,False,
139,6079,2024-01-15 02:10:29,Card-Not-Present Anomaly,False,
140,77242,2024-12-22 15:01:35,Suspicious Amount Spike,False,
141,41385,2024-10-16 06:42:09,Velocity Limit Exceeded,False,
142,48627,2024-07-31 18:14:43,Suspicious Amount Spike,False,
143,25080,2024-08-04 01:26:22,Velocity Limit Exceeded,False,
144,15426,2024-12-22 15:37:45,High Risk Country Match,False,
145,66528,2024-12-09 22:57:22,Mismatched Billing Details,False,
146,58397,2024-10-02 19:17:42,Suspicious Amount Spike,False,
147,55424,2024-12-08 07:55:26,Card-Not-Present Anomaly,False,
148,35098,2024-05-16 17:36:55,Mismatched Billing Details,False,
149,31979,2024-12-10 21:36:52,Card-Not-Present Anomaly,False,
150,29148,2024-06-04 22:16:14,Mismatched Billing Details,False,
151,36944,2024-03-22 05:25:39,Card-Not-Present Anomaly,False,
152,51888,2024-12-22 06:21:00,Mismatched Billing Details,False,
153,27461,2023-10-04 05:15:31,High Risk Country Match,False,
154,25180,2024-12-16 18:10:23,Velocity Limit Exceeded,False,
155,75026,2024-08-06 15:46:01,High Risk Country Match,False,
156,66021,2024-12-15 23:59:42,High Risk Country Match,False,
157,43888,2023-05-07 00:56:02,Mismatched Billing Details,False,
158,67459,2024-07-08 10:46:18,Card-Not-Present Anomaly,False,
159,61361,2024-12-14 22:55:23,High Risk Country Match,False,
160,50271,2024-12-30 09:54:44,High Risk Country Match,False,
161,41370,2024-10-05 17:53:15,Velocity Limit Exceeded,False,
162,51762,2024-12-09 10:25:54,Suspicious Amount Spike,False,
163,77695,2024-10-17 03:35:43,Velocity Limit Exceeded,False,
164,58075,2023-07-07 22:52:21,Velocity Limit Exceeded,False,
165,28698,2022-12-23 20:13:13,Mismatched Billing Details,False,
166,40479,2024-11-06 08:29:03,Card-Not-Present Anomaly,False,
167,70272,2024-12-25 04:36:48,Suspicious Amount Spike,False,
168,17536,2024-10-25 09:40:23,High Risk Country Match,False,
169,18074,2024-08-10 10:44:52,Card-Not-Present Anomaly,False,
170,75568,2023-10-13 04:05:58,Mismatched Billing Details,False,
171,41997,2024-08-04 07:04:39,Suspicious Amount Spike,False,
172,12385,2024-07-25 17:31:30,Velocity Limit Exceeded,False,
173,27748,2024-11-20 08:40:20,Mismatched Billing Details,False,
174,61838,2024-02-07 16:48:14,Mismatched Billing Details,False,
175,78191,2024-09-02 10:10:18,High Risk Country Match,False,
176,25199,2024-12-23 03:55:43,Card-Not-Present Anomaly,False,
177,19755,2024-10-17 13:52:49,Velocity Limit Exceeded,False,
178,74207,2024-10-09 17:37:26,Suspicious Amount Spike,False,
179,55053,2024-07-30 15:49:52,Mismatched Billing Details,False,
180,45136,2024-12-19 22:21:15,High Risk Country Match,False,
181,54091,2024-12-21 11:51:43,High Risk Country Match,False,
182,74846,2024-12-10 19:20:30,High Risk Country Match,False,
183,64536,2024-11-01 01:11:56,High Risk Country Match,False,
184,16691,2024-01-18 08:02:08,High Risk Country Match,False,
185,12005,2024-10-12 17:27:30,Velocity Limit Exceeded,False,
186,15273,2024-09-19 11:14:49,Mismatched Billing Details,False,
187,78511,2023-12-27 05:13:09,High Risk Country Match,False,
188,28276,2024-11-29 18:52:58,High Risk Country Match,False,
189,72610,2024-05-02 19:30:02,Velocity Limit Exceeded,False,
190,30992,2024-05-27 13:29:24,Suspicious Amount Spike,False,
191,1959,2024-11-20 04:22:47,Card-Not-Present Anomaly,False,
192,21083,2024-10-09 18:36:44,Mismatched Billing Details,False,
193,49412,2023-09-29 03:04:57,Suspicious Amount Spike,False,
194,72591,2024-05-24 15:22:20,High Risk Country Match,False,
195,31368,2023-09-13 00:10:04,Mismatched Billing Details,False,
196,66177,2024-12-08 09:54:41,Suspicious Amount Spike,False,
197,77863,2024-11-23 11:35:30,Mismatched Billing Details,False,
198,71252,2024-11-29 13:22:54,Suspicious Amount Spike,False,
199,57007,2024-12-31 22:53:17,Suspicious Amount Spike,False,
200,58461,2024-03-18 09:41:57,High Risk Country Match,False,
201,44328,2024-10-09 03:45:54,Mismatched Billing Details,False,
202,38593,2024-11-16 23:28:15,Mismatched Billing Details,False,
203,64655,2024-04-30 22:05:02,Velocity Limit Exceeded,False,
204,47591,2024-12-31 02:10:34,High Risk Country Match,False,
205,11255,2024-12-15 21:12:35,Velocity Limit Exceeded,False,
206,69929,2024-01-14 00:46:06,Card-Not-Present Anomaly,False,
207,42371,2024-11-23 19:10:07,High Risk Country Match,False,
208,5210,2024-08-18 18:03:07,Velocity Limit Exceeded,False,
209,58577,2024-10-17 05:01:44,Suspicious Amount Spike,False,
210,65675,2024-11-19 15:29:01,Velocity Limit Exceeded,False,
211,73731,2024-05-13 22:25:03,High Risk Country Match,False,
212,7321,2024-09-28 14:09:16,High Risk Country Match,False,
213,10260,2024-10-13 16:32:38,Velocity Limit Exceeded,False,
214,60328,2024-12-12 10:10:35,Mismatched Billing Details,False,
215,18669,2024-10-26 02:23:20,Card-Not-Present Anomaly,False,
216,32386,2024-08-27 09:16:05,High Risk Country Match,False,
217,20442,2024-12-29 02:33:39,Suspicious Amount Spike,False,
218,6080,2024-04-13 13:45:22,Velocity Limit Exceeded,False,
219,30063,2024-12-26 07:23:06,Mismatched Billing Details,False,
220,46637,2024-12-23 14:55:15,Suspicious Amount Spike,False,
221,50463,2022-12-25 21:25:22,Mismatched Billing Details,False,
222,62114,2024-08-10 17:37:52,Card-Not-Present Anomaly,False,
223,62291,2024-11-22 03:52:00,High Risk Country Match,False,
224,9697,2024-12-19 19:12:18,Suspicious Amount Spike,False,
225,21313,2024-08-24 19:59:46,Mismatched Billing Details,False,
226,43394,2024-12-31 15:43:11,Card-Not-Present Anomaly,False,
227,37558,2024-05-22 08:34:32,Mismatched Billing Details,False,
228,23129,2024-11-16 12:50:45,Card-Not-Present Anomaly,False,
229,46980,2024-11-28 20:10:18,Velocity Limit Exceeded,False,
230,32529,2023-09-08 16:21:10,Card-Not-Present Anomaly,False,
231,18657,2024-12-27 14:58:40,Suspicious Amount Spike,False,
232,67595,2024-11-20 16:33:05,Velocity Limit Exceeded,False,
233,3574,2024-12-17 11:10:21,Card-Not-Present Anomaly,False,
234,6803,2024-11-07 09:30:16,Mismatched Billing Details,False,
235,36013,2024-12-16 13:10:34,Mismatched Billing Details,False,
236,31990,2024-07-19 15:21:38,Velocity Limit Exceeded,False,
237,44835,2024-06-27 07:33:11,Velocity Limit Exceeded,False,
238,6230,2024-12-30 10:20:10,Velocity Limit Exceeded,False,
239,9856,2024-09-23 12:35:17,High Risk Country Match,False,
240,43714,2024-07-08 00:41:09,Card-Not-Present Anomaly,False,
241,20734,2024-08-24 17:55:14,Card-Not-Present Anomaly,False,
242,22363,2024-12-22 14:05:43,Mismatched Billing Details,False,
243,35819,2024-08-15 05:47:48,Card-Not-Present Anomaly,False,
244,10965,2024-08-27 05:01:17,Velocity Limit Exceeded,False,
245,62988,2023-08-14 05:33:01,Mismatched Billing Details,False,
246,323,2024-12-28 17:12:35,Mismatched Billing Details,False,
247,63829,2024-12-22 01:53:08,Card-Not-Present Anomaly,False,
248,79950,2024-10-19 20:30:11,Velocity Limit Exceeded,False,
249,78749,2024-12-10 20:24:28,Card-Not-Present Anomaly,False,
250,51366,2024-12-22 17:14:25,High Risk Country Match,False,
251,25950,2024-11-16 04:32:20,Velocity Limit Exceeded,False,
252,42020,2024-07-09 20:24:08,Velocity Limit Exceeded,False,
253,42070,2024-12-20 07:47:34,Velocity Limit Exceeded,False,
254,21297,2024-10-04 05:59:32,Suspicious Amount Spike,False,
255,21082,2024-12-23 16:12:51,Suspicious Amount Spike,False,
256,18314,2023-07-28 05:50:54,Card-Not-Present Anomaly,False,
257,61375,2023-04-06 07:34:49,Velocity Limit Exceeded,False,
258,33840,2024-11-08 13:18:24,Velocity Limit Exceeded,False,
259,41951,2023-04-15 07:15:58,High Risk Country Match,False,
260,64697,2024-12-28 05:26:14,Suspicious Amount Spike,False,
261,60347,2024-12-29 06:19:19,Suspicious Amount Spike,False,
262,11179,2024-07-18 17:24:23,Card-Not-Present Anomaly,False,
263,78876,2023-12-10 15:00:18,High Risk Country Match,False,
264,44301,2024-12-01 03:41:23,High Risk Country Match,False,
265,73678,2024-12-31 18:50:27,Mismatched Billing Details,False,
266,53837,2023-09-01 03:23:30,Suspicious Amount Spike,False,
267,43857,2024-12-11 17:22:17,Suspicious Amount Spike,False,
268,55705,2024-09-21 02:42:07,Velocity Limit Exceeded,False,
269,62987,2024-06-04 08:34:46,Suspicious Amount Spike,False,
270,27447,2024-11-24 06:11:58,Suspicious Amount Spike,False,
271,45486,2024-08-13 05:49:31,High Risk Country Match,False,
272,14703,2024-06-13 15:45:39,Mismatched Billing Details,False,
273,10818,2024-12-01 22:03:42,Mismatched Billing Details,False,
274,51459,2024-11-13 00:16:45,Card-Not-Present Anomaly,False,
275,70581,2024-12-31 10:54:57,High Risk Country Match,False,
276,43925,2023-01-07 05:47:35,Velocity Limit Exceeded,False,
277,70899,2023-02-21 06:32:42,Card-Not-Present Anomaly,False,
278,64962,2023-10-27 19:20:30,Suspicious Amount Spike,False,
279,29876,2024-12-04 00:57:20,High Risk Country Match,False,
280,36079,2024-01-06 19:13:21,Card-Not-Present Anomaly,False,
281,11168,2024-08-15 11:16:23,Mismatched Billing Details,False,
282,31573,2024-07-01 22:03:54,Mismatched Billing Details,False,
283,15525,2024-12-08 02:13:48,Velocity Limit Exceeded,False,
284,65400,2023-11-17 21:03:23,Velocity Limit Exceeded,False,
285,43208,2024-12-12 11:04:53,Mismatched Billing Details,False,
286,39330,2023-11-02 10:26:59,Velocity Limit Exceeded,False,
287,69442,2024-09-01 23:54:12,Suspicious Amount Spike,False,
288,14019,2024-12-15 22:08:37,Card-Not-Present Anomaly,False,
289,64173,2024-12-19 01:32:38,Mismatched Billing Details,False,
290,25883,2024-06-27 10:31:07,Mismatched Billing Details,False,
291,27886,2024-10-09 06:43:13,High Risk Country Match,False,
292,59712,2024-07-14 16:22:48,Suspicious Amount Spike,False,
293,814,2024-12-30 18:53:37,Card-Not-Present Anomaly,False,
294,71359,2024-04-20 11:56:24,Card-Not-Present Anomaly,False,
295,79943,2024-12-22 15:48:32,Mismatched Billing Details,False,
296,78356,2024-12-16 22:54:03,High Risk Country Match,False,
297,4096,2024-11-08 10:35:04,High Risk Country Match,False,
298,41675,2024-11-03 18:56:49,Velocity Limit Exceeded,False,
299,34085,2024-01-12 17:42:45,Velocity Limit Exceeded,False,
300,25440,2024-01-07 01:07:44,Velocity Limit Exceeded,False,
301,45545,2024-03-08 01:09:28,Velocity Limit Exceeded,False,
302,31697,2024-07-20 16:05:11,Suspicious Amount Spike,False,
303,41401,2023-11-18 22:59:20,High Risk Country Match,False,
304,21970,2024-08-03 13:20:13,Velocity Limit Exceeded,False,
305,66048,2024-12-30 04:05:42,Mismatched Billing Details,False,
306,34642,2024-12-30 04:31:47,Suspicious Amount Spike,False,
307,2957,2024-08-02 05:04:39,Suspicious Amount Spike,False,
308,31656,2024-10-18 05:32:20,High Risk Country Match,False,
309,47850,2024-09-06 14:12:16,Velocity Limit Exceeded,False,
310,46367,2024-04-14 09:16:08,Suspicious Amount Spike,False,
311,19266,2024-07-08 10:15:04,High Risk Country Match,False,
312,42781,2024-09-15 15:05:28,High Risk Country Match,False,
313,22461,2024-12-14 08:42:21,High Risk Country Match,False,
314,9631,2024-11-24 08:13:55,High Risk Country Match,False,
315,71515,2024-10-10 03:41:30,Velocity Limit Exceeded,False,
316,40962,2024-11-20 04:00:47,Suspicious Amount Spike,False,
317,17056,2024-11-10 22:25:46,High Risk Country Match,False,
318,19644,2024-12-09 03:54:33,Card-Not-Present Anomaly,False,
319,18643,2024-08-23 19:54:27,Mismatched Billing Details,False,
320,12487,2024-12-30 06:24:19,Suspicious Amount Spike,False,
321,47356,2024-12-19 19:40:13,High Risk Country Match,False,
322,22503,2024-11-27 15:57:17,Mismatched Billing Details,False,
323,45917,2023-12-17 04:43:54,Suspicious Amount Spike,False,
324,74288,2024-12-21 21:25:40,Mismatched Billing Details,False,
325,34801,2024-08-10 06:49:10,High Risk Country Match,False,
326,53590,2024-12-22 09:25:24,Velocity Limit Exceeded,False,
327,38895,2024-06-20 18:43:06,Velocity Limit Exceeded,False,
328,57648,2024-07-02 08:57:49,Mismatched Billing Details,False,
329,45196,2024-12-27 09:05:05,High Risk Country Match,False,
330,17790,2024-12-09 01:31:56,Velocity Limit Exceeded,False,
331,22646,2024-09-28 13:54:00,High Risk Country Match,False,
332,2466,2024-11-09 10:37:00,High Risk Country Match,False,
333,22734,2024-06-23 21:45:56,Card-Not-Present Anomaly,False,
334,54651,2024-09-01 15:50:11,High Risk Country Match,False,
335,27958,2024-03-16 01:24:01,Mismatched Billing Details,False,
336,30462,2024-10-10 09:42:40,Suspicious Amount Spike,False,
337,66917,2024-12-18 16:21:27,Suspicious Amount Spike,False,
338,61040,2024-10-31 04:24:22,Velocity Limit Exceeded,False,
339,14230,2024-08-21 01:44:30,Velocity Limit Exceeded,False,
340,3223,2024-08-21 13:19:48,Mismatched Billing Details,False,
341,16468,2024-06-19 23:27:46,Mismatched Billing Details,False,
342,7206,2024-04-22 00:10:38,High Risk Country Match,False,
343,23788,2024-12-06 08:22:59,Mismatched Billing Details,False,
344,14340,2024-11-27 03:59:02,Velocity Limit Exceeded,False,
345,31838,2024-10-14 00:06:04,Mismatched Billing Details,False,
346,21792,2024-09-07 15:15:06,Suspicious Amount Spike,False,
347,78908,2023-08-14 12:23:37,Mismatched Billing Details,False,
348,13023,2024-10-17 14:15:14,Mismatched Billing Details,False,
349,74614,2024-04-25 13:39:43,Card-Not-Present Anomaly,False,
350,76945,2024-05-19 23:43:10,Velocity Limit Exceeded,False,
351,8418,2023-09-15 08:48:39,Mismatched Billing Details,False,
352,7441,2024-03-19 03:59:11,High Risk Country Match,False,
353,65440,2024-04-20 17:28:36,Velocity Limit Exceeded,False,
354,11644,2024-12-30 19:56:28,Card-Not-Present Anomaly,False,
355,28882,2024-06-18 07:23:45,Suspicious Amount Spike,False,
356,46140,2024-12-31 04:46:51,Velocity Limit Exceeded,False,
357,57398,2024-03-21 10:33:05,Mismatched Billing Details,False,
358,75622,2024-12-23 08:55:43,Suspicious Amount Spike,False,
359,76277,2023-12-14 02:11:16,Suspicious Amount Spike,False,
360,35735,2024-12-04 08:43:43,Velocity Limit Exceeded,False,
361,923,2024-12-26 16:19:36,Mismatched Billing Details,False,
362,10403,2024-12-07 16:36:50,Mismatched Billing Details,False,
363,15880,2024-08-24 14:01:36,Velocity Limit Exceeded,False,
364,51234,2023-06-10 20:21:05,Card-Not-Present Anomaly,False,
365,47848,2024-11-18 11:05:25,Mismatched Billing Details,False,
366,22581,2024-11-26 18:02:08,High Risk Country Match,False,
367,11088,2024-10-15 22:19:56,Mismatched Billing Details,False,
368,8147,2024-12-18 12:30:38,Suspicious Amount Spike,False,
369,50080,2024-12-17 16:56:03,Velocity Limit Exceeded,False,
370,75875,2024-04-28 00:47:35,Velocity Limit Exceeded,False,
371,64127,2024-11-03 02:21:06,Suspicious Amount Spike,False,
372,13833,2024-12-09 01:03:36,Mismatched Billing Details,False,
373,46885,2024-08-23 13:42:44,Velocity Limit Exceeded,False,
374,3914,2024-06-02 08:18:38,Card-Not-Present Anomaly,False,
375,37308,2024-11-29 06:44:46,Mismatched Billing Details,False,
376,23009,2024-03-14 16:18:38,Card-Not-Present Anomaly,False,
377,54584,2022-12-08 07:10:08,Card-Not-Present Anomaly,False,
378,15510,2024-11-17 13:34:26,Velocity Limit Exceeded,False,
379,18428,2024-06-17 20:31:50,Mismatched Billing Details,False,
380,11694,2024-05-16 17:11:43,Card-Not-Present Anomaly,False,
381,49659,2024-11-02 11:07:16,Card-Not-Present Anomaly,False,
382,32145,2024-05-27 15:41:47,Velocity Limit Exceeded,False,
383,75045,2023-02-24 16:26:13,Velocity Limit Exceeded,False,
384,9203,2024-12-03 04:52:28,Mismatched Billing Details,False,
385,63813,2024-10-07 18:15:41,Mismatched Billing Details,False,
386,25478,2024-09-20 09:45:36,Mismatched Billing Details,False,
387,63092,2024-12-30 11:21:10,Suspicious Amount Spike,False,
388,40934,2024-09-15 04:53:14,Card-Not-Present Anomaly,False,
389,8617,2024-10-09 01:29:06,Suspicious Amount Spike,False,
390,31312,2024-04-18 23:07:17,Suspicious Amount Spike,False,
391,33283,2023-09-05 17:18:06,Mismatched Billing Details,False,
392,50467,2024-11-05 02:46:57,Suspicious Amount Spike,False,
393,19962,2024-12-03 21:43:05,Suspicious Amount Spike,False,
394,22411,2023-08-04 17:36:31,High Risk Country Match,False,
395,45409,2024-12-31 11:51:47,Card-Not-Present Anomaly,False,
396,76829,2024-09-23 20:08:38,Card-Not-Present Anomaly,False,
397,14501,2024-12-30 01:54:18,High Risk Country Match,False,
398,45264,2024-11-16 19:20:28,Card-Not-Present Anomaly,False,
399,59514,2024-11-20 20:07:40,Card-Not-Present Anomaly,False,
400,61687,2024-11-02 05:16:17,Suspicious Amount Spike,False,
401,45916,2024-12-31 13:16:01,High Risk Country Match,False,
402,23272,2024-11-19 13:24:35,Suspicious Amount Spike,False,
403,30216,2024-08-24 19:52:37,High Risk Country Match,False,
404,40274,2024-07-18 14:27:55,Card-Not-Present Anomaly,False,
405,22731,2024-08-04 00:30:32,High Risk Country Match,False,
406,34457,2024-12-17 12:27:25,Suspicious Amount Spike,False,
407,40116,2024-03-19 03:21:38,High Risk Country Match,False,
408,19454,2024-11-22 01:50:12,Card-Not-Present Anomaly,False,
409,55606,2024-11-12 00:06:07,High Risk Country Match,False,
410,77292,2024-10-27 18:34:33,Suspicious Amount Spike,False,
411,9710,2024-12-18 04:09:07,Velocity Limit Exceeded,False,
412,70822,2024-11-01 01:07:26,Suspicious Amount Spike,False,
413,40179,2024-03-08 21:01:48,Card-Not-Present Anomaly,False,
414,58881,2024-12-18 19:12:15,High Risk Country Match,False,
415,21526,2024-08-02 22:14:54,High Risk Country Match,False,
416,49893,2024-01-06 20:27:34,Mismatched Billing Details,False,
417,47225,2024-12-11 01:16:07,Velocity Limit Exceeded,False,
418,3762,2024-10-11 15:46:25,Suspicious Amount Spike,False,
419,53348,2024-12-23 18:52:08,Mismatched Billing Details,False,
420,29717,2024-12-31 07:53:22,Suspicious Amount Spike,False,
421,15117,2024-05-27 18:59:05,Suspicious Amount Spike,False,
422,31303,2024-09-09 07:10:09,Mismatched Billing Details,False,
423,36482,2024-12-25 18:43:55,Suspicious Amount Spike,False,
424,13306,2024-12-20 10:41:49,High Risk Country Match,False,
