settlement_id,transaction_id,settlement_date,currency,settled_amount,processing_fee,status
242,316,2024-08-26 13:13:29,GBP,2408.11,61.75,settled
243,317,2024-07-06 06:44:01,EUR,1719.22,26.18,settled
244,318,2024-08-15 17:39:39,CAD,2409.33,36.69,settled
245,319,2024-11-14 10:03:57,EUR,1695.28,43.47,settled
246,320,2024-12-17 12:59:22,AUD,2784.66,116.03,settled
247,324,2024-11-21 16:22:34,GBP,4920.99,54.73,settled
248,325,2024-12-24 21:20:43,EUR,23.02,0.35,settled
249,327,2024-09-25 03:23:37,EUR,3035.39,46.22,settled
250,328,2024-08-08 16:29:00,GBP,2092.47,31.86,settled
251,329,2024-12-08 19:22:02,CAD,18.62,0.28,settled
252,330,2024-11-11 13:53:00,CAD,1927.87,21.44,settled
253,331,2025-01-01 11:02:45,EUR,701.28,10.68,settled
254,332,2023-09-27 00:40:39,EUR,861.61,13.12,settled
255,333,2024-04-17 05:37:52,EUR,1308.09,19.92,settled
256,335,2024-12-28 08:37:54,GBP,1558.92,17.34,settled
257,339,2024-12-30 22:21:09,EUR,2332.41,35.52,settled
258,340,2024-05-04 00:36:44,AUD,443.23,6.75,settled
259,341,2024-10-10 07:49:04,EUR,4401.50,67.03,settled
260,342,2024-12-08 10:42:00,EUR,1374.64,35.25,settled
261,343,2024-12-22 12:40:54,GBP,2228.04,33.93,settled
262,344,2024-12-25 00:54:45,EUR,1808.21,27.54,settled
263,345,2024-12-21 09:22:38,AUD,439.28,6.69,settled
264,346,2024-11-09 05:34:40,GBP,4561.70,69.47,settled
265,347,2024-12-26 01:53:29,EUR,1598.49,24.34,settled
266,348,2024-10-09 14:23:53,EUR,2183.28,55.98,settled
267,349,2024-12-06 14:53:50,AUD,3237.88,49.31,settled
268,350,2024-10-13 14:35:05,GBP,556.14,8.47,delayed
269,352,2023-11-28 18:53:23,EUR,2386.07,36.34,settled
270,353,2024-07-28 18:39:54,CAD,2048.67,31.20,settled
271,354,2024-06-23 12:36:43,CAD,2945.70,44.86,settled
272,355,2024-12-30 20:11:31,GBP,54.02,0.82,settled
273,359,2024-10-23 18:55:32,CAD,2887.65,74.04,settled
274,360,2024-11-09 23:30:56,EUR,4288.36,65.31,settled
275,361,2024-09-26 20:50:42,CAD,3353.10,51.06,settled
276,364,2024-05-19 15:32:31,AUD,1170.69,30.02,settled
277,365,2024-12-11 19:41:02,CAD,24.85,0.38,settled
278,366,2024-12-29 23:03:53,EUR,892.48,13.59,settled
279,367,2024-12-06 19:31:32,CAD,3823.53,58.23,settled
280,368,2024-12-05 08:37:22,EUR,170.32,2.59,settled
281,369,2024-12-02 19:37:01,GBP,918.71,13.99,settled
282,370,2024-12-18 03:31:02,GBP,3943.73,60.06,settled
283,371,2024-10-13 15:42:18,GBP,1033.12,15.73,delayed
284,372,2024-10-19 23:42:30,EUR,3483.29,53.05,settled
285,373,2024-12-16 07:15:58,AUD,1134.88,29.10,settled
286,374,2024-12-10 22:31:39,EUR,2061.47,31.39,settled
287,375,2024-08-12 05:05:05,EUR,43.78,0.67,settled
288,376,2023-07-14 14:53:49,CAD,195.66,2.98,settled
289,377,2024-03-01 20:21:42,EUR,49.20,0.75,settled
290,378,2024-12-22 07:17:16,AUD,4504.65,115.50,settled
291,379,2024-12-29 10:01:37,CAD,407.81,6.21,settled
292,381,2024-11-04 14:09:22,CAD,3244.50,49.41,settled
293,382,2024-12-05 08:50:53,EUR,3343.84,50.92,settled
294,383,2024-12-21 07:36:16,EUR,4005.73,61.00,settled
295,384,2024-10-09 08:19:26,GBP,2389.09,36.38,settled
296,385,2024-12-07 05:20:08,CAD,3724.56,56.72,settled
297,386,2024-03-26 12:20:55,GBP,3006.49,45.78,settled
298,388,2024-03-22 13:44:38,CAD,1676.29,25.53,settled
299,390,2024-09-25 03:23:16,CAD,79.72,1.21,settled
300,393,2024-06-07 19:30:22,AUD,243.73,3.71,settled
301,396,2023-10-25 16:12:40,EUR,3361.07,51.18,settled
302,397,2024-11-14 11:10:10,EUR,3940.68,60.01,settled
303,398,2024-07-11 23:03:35,AUD,2499.43,38.06,settled
304,399,2024-12-30 19:17:11,AUD,2737.07,70.18,settled
305,400,2024-12-11 07:18:08,GBP,2028.39,30.89,settled
306,402,2024-10-12 09:36:43,EUR,3747.41,96.09,settled
307,404,2024-09-30 04:17:49,GBP,4782.92,72.84,settled
308,405,2024-11-05 07:07:24,EUR,949.91,14.47,settled
309,407,2024-10-19 15:32:15,AUD,12.84,0.54,settled
310,408,2024-12-31 05:23:31,AUD,4641.55,70.68,settled
311,411,2024-10-25 14:24:36,CAD,1752.28,26.68,settled
312,412,2024-12-20 16:36:22,CAD,528.72,5.88,settled
313,413,2024-11-13 17:03:03,AUD,4794.43,73.01,settled
314,414,2024-09-21 12:03:07,CAD,1095.46,16.68,settled
315,418,2024-11-14 08:51:58,EUR,4264.09,64.94,settled
316,419,2024-06-27 03:11:37,CAD,51.11,0.78,settled
317,421,2024-12-02 01:09:24,EUR,122.26,1.86,settled
318,422,2024-06-26 17:46:59,EUR,789.17,12.02,settled
319,424,2025-01-01 08:31:24,EUR,2130.60,32.45,settled
320,425,2024-11-04 11:47:59,EUR,4202.24,63.99,settled
321,426,2024-08-13 05:16:27,AUD,3671.12,55.91,settled
322,427,2024-11-03 12:04:31,AUD,2896.50,44.11,settled
323,428,2024-11-28 10:10:48,AUD,3727.56,56.76,settled
324,429,2024-09-19 14:35:05,EUR,2622.53,39.94,settled
325,432,2024-11-25 03:27:02,CAD,4166.07,63.44,settled
326,433,2024-11-21 11:11:59,EUR,3655.37,55.67,settled
327,434,2024-06-11 08:51:11,GBP,1711.05,26.06,settled
328,436,2024-04-12 16:51:32,GBP,3537.78,53.87,settled
329,437,2024-12-12 20:14:27,EUR,3121.08,47.53,settled
330,438,2024-09-27 18:36:49,CAD,1280.94,19.51,settled
331,440,2024-11-13 12:17:23,EUR,2537.50,38.64,settled
332,441,2024-12-20 21:33:20,AUD,4382.52,66.74,settled
333,442,2024-08-15 15:59:11,GBP,280.31,4.27,settled
334,443,2024-10-13 16:49:31,GBP,2573.48,39.19,delayed
335,444,2024-07-21 11:06:06,EUR,267.31,4.07,settled
336,445,2024-08-21 13:30:04,CAD,2743.51,70.35,settled
337,447,2024-11-14 13:24:36,EUR,3948.11,60.12,settled
338,448,2024-05-23 14:03:23,AUD,205.63,3.13,settled
339,449,2024-11-15 07:43:40,GBP,1536.12,23.39,settled
340,450,2024-12-12 15:10:45,GBP,1423.90,21.68,settled
341,452,2024-11-30 22:46:49,CAD,4395.46,66.94,settled
342,453,2024-11-22 07:45:31,EUR,138.65,2.11,settled
343,454,2024-09-08 13:53:29,GBP,2291.94,34.90,settled
344,456,2024-09-06 19:10:31,EUR,416.25,6.34,settled
345,457,2024-12-31 19:58:41,CAD,89.79,1.37,settled
346,458,2024-06-01 01:04:32,EUR,3101.74,47.23,settled
347,459,2024-12-25 00:33:58,EUR,1651.96,42.36,settled
348,460,2024-12-22 04:48:08,GBP,42.96,1.10,settled
349,462,2024-12-01 02:46:24,GBP,2789.41,42.48,settled
350,463,2024-12-06 19:33:57,GBP,2358.57,26.23,settled
351,464,2024-11-29 07:53:11,EUR,2751.76,41.90,settled
352,465,2025-01-02 18:24:16,AUD,4614.27,70.27,settled
353,466,2024-11-09 13:28:09,EUR,98.28,1.50,settled
354,468,2024-11-06 23:10:57,EUR,3267.45,49.76,settled
355,471,2024-12-14 11:11:14,AUD,3112.54,34.62,settled
356,473,2024-11-26 07:06:49,CAD,157.19,2.39,settled
357,474,2024-12-25 14:17:19,EUR,876.91,13.35,settled
358,475,2023-12-30 15:58:12,EUR,4536.86,69.09,settled
359,476,2024-12-30 07:02:44,AUD,2056.36,31.32,settled
360,477,2025-01-01 13:41:19,AUD,4158.54,63.33,settled
361,478,2024-12-23 19:20:55,EUR,1266.61,19.29,settled
362,479,2024-07-21 16:54:16,EUR,1695.70,25.82,settled
363,480,2024-12-23 22:52:57,AUD,1697.67,25.85,settled
364,481,2024-10-13 23:37:13,CAD,2567.01,39.09,settled
365,482,2024-09-21 05:51:29,AUD,4732.29,72.07,settled
366,483,2024-09-04 04:31:55,EUR,3794.66,57.79,settled
367,484,2024-11-06 10:40:17,AUD,4394.35,66.92,settled
368,485,2024-11-15 20:06:54,GBP,2047.98,31.19,settled
369,487,2024-01-12 09:50:21,CAD,1702.54,43.66,settled
370,488,2024-05-07 16:38:46,CAD,3755.75,96.30,settled
371,490,2024-05-24 06:14:51,EUR,1934.59,49.61,settled
372,492,2023-10-13 02:22:47,EUR,3136.14,47.76,settled
373,493,2024-10-18 11:15:39,EUR,361.97,5.51,settled
374,494,2024-12-31 12:21:02,EUR,1807.19,75.30,settled
375,496,2023-10-17 11:04:02,EUR,2742.00,41.76,settled
376,498,2024-12-25 00:43:24,EUR,1424.52,21.69,settled
377,499,2024-10-28 06:35:00,EUR,55.23,0.84,settled
378,500,2024-07-21 02:19:15,GBP,390.78,5.95,settled
379,502,2024-08-23 18:14:01,EUR,3911.23,59.56,settled
380,503,2024-06-27 03:18:12,AUD,4106.28,62.53,settled
381,504,2024-11-05 15:19:45,GBP,2671.81,29.72,settled
382,505,2024-12-29 01:22:34,CAD,1284.28,14.28,settled
383,506,2024-10-24 15:56:21,AUD,4672.12,71.15,settled
384,507,2024-08-03 10:52:38,CAD,2738.01,41.70,settled
385,509,2024-10-15 00:00:07,EUR,3009.98,45.84,settled
386,510,2024-09-26 16:20:51,CAD,2787.34,42.45,settled
387,512,2024-12-31 05:54:50,EUR,1667.29,25.39,settled
388,513,2024-10-01 01:47:42,GBP,3223.04,49.08,settled
389,514,2024-12-25 10:55:42,GBP,1800.62,46.17,settled
390,515,2024-10-04 21:47:13,EUR,779.56,11.87,settled
391,516,2024-12-24 15:51:02,AUD,3635.35,55.36,settled
392,517,2024-10-23 03:31:15,CAD,2716.70,69.66,settled
393,518,2024-12-29 18:40:11,GBP,1674.14,25.49,settled
394,519,2024-08-23 02:14:20,CAD,4683.34,71.32,settled
395,521,2023-12-12 05:21:27,AUD,1038.77,26.64,settled
396,524,2024-12-27 17:18:09,GBP,2371.47,36.11,settled
397,525,2024-11-29 21:28:50,EUR,2905.77,44.25,settled
398,526,2024-12-20 12:24:39,GBP,4596.24,69.99,settled
399,527,2024-08-08 23:25:33,CAD,1435.40,21.86,settled
400,529,2024-10-18 10:19:01,AUD,4152.08,63.23,settled
401,531,2024-11-01 07:43:23,EUR,1602.95,24.41,settled
402,532,2024-10-29 02:27:52,GBP,982.19,14.96,settled
403,533,2024-12-04 19:32:28,GBP,1433.77,21.83,settled
404,534,2023-08-31 09:59:55,EUR,2286.74,34.82,settled
405,537,2024-11-14 14:31:49,EUR,3732.24,56.84,settled
406,538,2024-12-05 22:27:12,AUD,3618.15,55.10,settled
407,540,2024-08-26 18:41:43,AUD,1759.47,26.79,settled
408,541,2025-01-02 13:05:03,AUD,2018.63,30.74,settled
409,542,2024-12-10 02:11:43,GBP,1340.43,20.41,settled
410,543,2024-10-21 18:27:33,CAD,1568.56,23.89,settled
411,544,2023-10-21 00:00:56,EUR,3380.83,51.48,settled
412,545,2024-12-10 03:24:40,EUR,600.50,9.14,settled
413,547,2024-12-09 19:08:06,EUR,480.23,7.31,settled
414,548,2024-11-05 23:23:29,EUR,505.93,7.70,settled
415,549,2024-11-10 22:28:43,EUR,41.28,0.63,settled
416,550,2024-05-11 10:08:43,EUR,828.49,12.62,settled
417,551,2024-12-31 10:50:47,EUR,990.30,15.08,settled
418,552,2024-12-13 14:57:18,EUR,1179.25,17.96,settled
419,553,2024-12-26 13:51:11,CAD,1688.38,25.71,settled
420,554,2024-10-06 21:23:04,GBP,4325.00,65.86,settled
421,555,2024-10-03 10:07:24,AUD,2245.16,34.19,settled
422,556,2024-04-20 17:44:12,EUR,458.93,6.99,settled
423,557,2024-10-03 03:14:50,CAD,994.09,15.14,settled
424,558,2024-12-30 09:37:26,EUR,133.06,2.03,settled
425,559,2024-12-19 13:44:20,AUD,2654.27,40.42,settled
